,Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Latitude,Longitude,Elevation,Dominant Rock Type,Tectonic Setting
702,290360,Chikurachki,['Russia'],Stratovolcano,Eruption Observed,2.0,Kuril Islands,50.324,155.461,1781,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
1426,390080,Bristol Island,['United Kingdom'],Stratovolcano,Eruption Observed,2.0,Antarctica,-59.017,-26.533,1100,Basalt / Picro-Basalt,"['Subduction zone', 'Oceanic crust']"
681,290150,Chirpoi,['Russia'],Caldera,Eruption Observed,2.0,Kuril Islands,46.532,150.871,742,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
414,264030,Rinjani,['Indonesia'],Stratovolcano,Eruption Observed,2.0,Indonesia,-8.42,116.47,3726,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
878,312030,Pavlof,['United States'],Stratovolcano,Eruption Observed,2.0,Alaska,55.417,-161.894,2493,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1432,390130,Zavodovski,['United Kingdom'],Stratovolcano,Eruption Observed,2.0,Antarctica,-56.3,-27.57,551,Basalt / Picro-Basalt,"['Subduction zone', 'Oceanic crust']"
866,311300,Bogoslof,['United States'],Submarine,Eruption Observed,1.0,Alaska,53.93,-168.03,150,Trachyandesite / Basaltic Trachyandesite,"['Subduction zone', 'Intermediate crust']"
492,273010,Bulusan,['Philippines'],Stratovolcano,Eruption Observed,1.0,Philippines and SE Asia,12.769,124.056,1535,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
295,252120,Ulawun,['Papua New Guinea'],Stratovolcano,Eruption Observed,1.0,Melanesia and Australia,-5.05,151.33,2334,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
366,261230,Dempo,['Indonesia'],Stratovolcano,Eruption Observed,1.0,Indonesia,-4.016,103.121,3142,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
345,260010,Barren Island,['India'],Stratovolcano,Eruption Observed,1.0,Indonesia,12.278,93.858,354,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
1041,341040,Colima,['Mexico'],Stratovolcano,Eruption Observed,1.0,México and Central America,19.514,-103.62,3850,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
373,262000,Krakatau,['Indonesia'],Caldera,Eruption Observed,1.0,Indonesia,-6.102,105.423,813,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
241,243030,Unnamed,['Tonga'],Submarine,Eruption Observed,1.0,New Zealand to Fiji,-20.852,-175.55,-296,,"['Subduction zone', 'Oceanic crust']"
325,256010,Tinakula,['Solomon Islands'],Stratovolcano,Eruption Observed,1.0,Melanesia and Australia,-10.386,165.804,796,Andesite / Basaltic Andesite,"['Subduction zone', 'Crustal thickness unknow']"
486,272020,Kanlaon,['Philippines'],Stratovolcano,Eruption Observed,1.0,Philippines and SE Asia,10.412,123.132,2435,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
609,284096,Nishinoshima,['Japan'],Caldera,Eruption Observed,1.0,"Japan, Taiwan, Marianas",27.247,140.874,25,Andesite / Basaltic Andesite,"['Subduction zone', 'Crustal thickness unknow']"
707,300010,Kambalny,['Russia'],Stratovolcano,Eruption Dated,1.0,Kamchatka and Mainland Asia,51.306,156.875,2116,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
1173,353010,Fernandina,['Ecuador'],Shield,Eruption Observed,1.0,South America,-0.37,-91.55,1476,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
141,223020,Nyamuragira,['DR Congo'],Shield,Eruption Observed,1.0,Africa and Red Sea,-1.408,29.2,3058,Trachybasalt / Tephrite Basanite,"['Rift zone', 'Continental crust']"
1225,355100,Lascar,['Chile'],Stratovolcano,Eruption Observed,1.0,South America,-23.37,-67.73,5592,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
416,264050,Sangeang Api,['Indonesia'],Complex,Eruption Observed,1.0,Indonesia,-8.2,119.07,1949,Trachybasalt / Tephrite Basanite,"['Subduction zone', 'Continental crust']"
1196,354020,Ubinas,['Peru'],Stratovolcano,Eruption Observed,1.0,South America,-16.355,-70.903,5672,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
693,290260,Chirinkotan,['Russia'],Stratovolcano,Eruption Observed,1.0,Kuril Islands,48.98,153.48,724,Andesite / Basaltic Andesite,"['Subduction zone', 'Intermediate crust']"
1131,345040,Poas,['Costa Rica'],Stratovolcano,Eruption Observed,1.0,México and Central America,10.2,-84.233,2708,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
203,234010,Heard,['Australia'],Stratovolcano,Eruption Observed,1.0,Middle East and Indian Ocean,-53.106,73.513,2745,Trachybasalt / Tephrite Basanite,"['Intraplate', 'Oceanic crust']"
1139,351020,"Ruiz, Nevado del",['Colombia'],Stratovolcano,Eruption Observed,1.0,South America,4.892,-75.324,5279,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1340,360160,Kick 'em Jenny,['Grenada'],Submarine,Eruption Observed,1.0,West Indies,12.3,-61.64,-185,Basalt / Picro-Basalt,"['Subduction zone', 'Oceanic crust']"
15,211060,Etna,['Italy'],Stratovolcano,Eruption Observed,0.0,Mediterranean and Western Asia,37.748,14.999,3295,Trachybasalt / Tephrite Basanite,"['Subduction zone', 'Continental crust']"
454,267020,Karangetang,['Indonesia'],Stratovolcano,Eruption Observed,0.0,Indonesia,2.781,125.407,1797,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
533,282030,Suwanosejima,['Japan'],Stratovolcano,Eruption Observed,0.0,"Japan, Taiwan, Marianas",29.638,129.714,796,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
1410,390020,Erebus,['Antarctica'],Stratovolcano,Eruption Observed,0.0,Antarctica,-77.53,167.17,3794,Phonolite,"['Intraplate', 'Continental crust']"
539,282080,Aira,['Japan'],Caldera,Eruption Observed,0.0,"Japan, Taiwan, Marianas",31.593,130.657,1117,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
541,282090,Kirishimayama,['Japan'],Shield,Eruption Observed,0.0,"Japan, Taiwan, Marianas",31.934,130.862,1700,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
494,273030,Mayon,['Philippines'],Stratovolcano,Eruption Observed,0.0,Philippines and SE Asia,13.257,123.685,2462,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
704,290380,Ebeko,['Russia'],Stratovolcano,Eruption Observed,0.0,Kuril Islands,50.686,156.014,1103,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
52,221080,Erta Ale,['Ethiopia'],Shield,Eruption Observed,0.0,Africa and Red Sea,13.6,40.67,613,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
389,263200,Dieng Volcanic Complex,['Indonesia'],Complex,Eruption Observed,0.0,Indonesia,-7.2,109.879,2565,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1068,342090,Fuego,['Guatemala'],Stratovolcano,Eruption Observed,0.0,México and Central America,14.473,-90.88,3763,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
758,300250,Bezymianny,['Russia'],Stratovolcano,Eruption Observed,0.0,Kamchatka and Mainland Asia,55.972,160.595,2882,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1063,342030,Santa Maria,['Guatemala'],Stratovolcano,Eruption Observed,0.0,México and Central America,14.757,-91.552,3745,Dacite,"['Subduction zone', 'Continental crust']"
760,300260,Klyuchevskoy,['Russia'],Stratovolcano,Eruption Observed,0.0,Kamchatka and Mainland Asia,56.056,160.642,4754,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
762,300270,Sheveluch,['Russia'],Stratovolcano,Eruption Observed,0.0,Kamchatka and Mainland Asia,56.653,161.36,3283,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1049,341090,Popocatepetl,['Mexico'],Stratovolcano,Eruption Observed,0.0,México and Central America,19.023,-98.622,5393,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
358,261140,Marapi,['Indonesia'],Complex,Eruption Observed,0.0,Indonesia,-0.38,100.474,2885,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
350,261080,Sinabung,['Indonesia'],Stratovolcano,Eruption Observed,0.0,Indonesia,3.17,98.392,2460,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1001,332010,Kilauea,['United States'],Shield,Eruption Observed,0.0,Hawaii and Pacific Ocean,19.421,-155.287,1222,Basalt / Picro-Basalt,"['Intraplate', 'Oceanic crust']"
273,251002,Kadovar,['Papua New Guinea'],Stratovolcano,Evidence Credible,0.0,Melanesia and Australia,-3.608,144.588,365,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
276,251020,Manam,['Papua New Guinea'],Stratovolcano,Eruption Observed,0.0,Melanesia and Australia,-4.08,145.037,1807,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
859,311240,Cleveland,['United States'],Stratovolcano,Eruption Observed,0.0,Alaska,52.825,-169.944,1730,Andesite / Basaltic Andesite,"['Subduction zone', 'Intermediate crust']"
283,252010,Langila,['Papua New Guinea'],Complex,Eruption Observed,0.0,Melanesia and Australia,-5.525,148.42,1330,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
315,255020,Bagana,['Papua New Guinea'],Lava cone,Eruption Observed,0.0,Melanesia and Australia,-6.137,155.196,1855,Andesite / Basaltic Andesite,"['Subduction zone', 'Crustal thickness unknow']"
460,268030,Ibu,['Indonesia'],Stratovolcano,Eruption Observed,0.0,Indonesia,1.488,127.63,1325,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
338,257100,Yasur,['Vanuatu'],Stratovolcano,Eruption Observed,0.0,Melanesia and Australia,-19.532,169.447,361,Andesite / Basaltic Andesite,"['Subduction zone', 'Intermediate crust']"
330,257030,Ambae,['Vanuatu'],Shield,Eruption Observed,0.0,Melanesia and Australia,-15.389,167.835,1496,Basalt / Picro-Basalt,"['Subduction zone', 'Intermediate crust']"
1070,342110,Pacaya,['Guatemala'],Complex,Eruption Observed,0.0,México and Central America,14.382,-90.601,2569,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
1101,343100,San Miguel,['El Salvador'],Stratovolcano,Eruption Observed,0.0,México and Central America,13.434,-88.269,2130,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
564,283120,Kusatsu-Shiranesan,['Japan'],Stratovolcano,Eruption Observed,0.0,"Japan, Taiwan, Marianas",36.618,138.528,2165,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1108,344020,San Cristobal,['Nicaragua'],Stratovolcano,Eruption Observed,0.0,México and Central America,12.702,-87.004,1745,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
1287,357120,Villarrica,['Chile'],Stratovolcano,Eruption Observed,0.0,South America,-39.42,-71.93,2847,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
11,211040,Stromboli,['Italy'],Stratovolcano,Eruption Observed,0.0,Mediterranean and Western Asia,38.789,15.213,924,Trachyandesite / Basaltic Trachyandesite,"['Subduction zone', 'Continental crust']"
1277,357090,Copahue,"['Chile', 'Argentina']",Stratovolcano,Eruption Observed,0.0,South America,-37.856,-71.183,2953,Trachybasalt / Tephrite Basanite,"['Subduction zone', 'Continental crust']"
1273,357070,"Chillan, Nevados de",['Chile'],Stratovolcano,Eruption Observed,0.0,South America,-36.868,-71.378,3180,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
142,223030,Nyiragongo,['DR Congo'],Stratovolcano,Eruption Observed,0.0,Africa and Red Sea,-1.52,29.25,3470,Foidite,"['Rift zone', 'Continental crust']"
1192,354006,Sabancaya,['Peru'],Stratovolcano,Eruption Observed,0.0,South America,-15.787,-71.857,5960,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
331,257040,Ambrym,['Vanuatu'],Pyroclastic shield,Eruption Observed,0.0,Melanesia and Australia,-16.25,168.12,1334,Basalt / Picro-Basalt,"['Subduction zone', 'Intermediate crust']"
1172,352090,Sangay,['Ecuador'],Stratovolcano,Eruption Observed,0.0,South America,-2.005,-78.341,5286,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
199,233020,"Fournaise, Piton de la",['France'],Shield,Eruption Observed,0.0,Middle East and Indian Ocean,-21.244,55.708,2632,Basalt / Picro-Basalt,"['Intraplate', 'Oceanic crust']"
413,264020,Agung,['Indonesia'],Stratovolcano,Eruption Observed,0.0,Indonesia,-8.343,115.508,2997,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1158,352010,Reventador,['Ecuador'],Stratovolcano,Eruption Observed,0.0,South America,-0.077,-77.656,3562,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
404,263300,Semeru,['Indonesia'],Stratovolcano,Eruption Observed,0.0,Indonesia,-8.108,112.922,3657,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1134,345070,Turrialba,['Costa Rica'],Stratovolcano,Eruption Observed,0.0,México and Central America,10.025,-83.767,3340,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1126,345020,Rincon de la Vieja,['Costa Rica'],Complex,Eruption Observed,0.0,México and Central America,10.83,-85.324,1916,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
1116,344100,Masaya,['Nicaragua'],Caldera,Eruption Observed,0.0,México and Central America,11.984,-86.161,635,Basalt / Picro-Basalt,"['Subduction zone', 'Continental crust']"
742,300130,Karymsky,['Russia'],Stratovolcano,Eruption Observed,0.0,Kamchatka and Mainland Asia,54.049,159.443,1513,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
395,263250,Merapi,['Indonesia'],Stratovolcano,Eruption Observed,0.0,Indonesia,-7.54,110.446,2910,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
458,268010,Dukono,['Indonesia'],Complex,Eruption Observed,0.0,Indonesia,1.693,127.894,1229,Andesite / Basaltic Andesite,"['Subduction zone', 'Oceanic crust']"
2,210030,Olot Volcanic Field,['Spain'],Pyroclastic cone,Evidence Credible,,Mediterranean and Western Asia,42.17,2.53,893,Trachybasalt / Tephrite Basanite,"['Intraplate', 'Continental crust']"
6,211004,Colli Albani,['Italy'],Caldera,Evidence Uncertain,,Mediterranean and Western Asia,41.73,12.7,949,Foidite,"['Subduction zone', 'Continental crust']"
12,211041,Panarea,['Italy'],Stratovolcano,Evidence Uncertain,,Mediterranean and Western Asia,38.638,15.064,399,Andesite / Basaltic Andesite,"['Subduction zone', 'Continental crust']"
23,212051,Yali,['Greece'],Lava dome,Evidence Credible,,Mediterranean and Western Asia,36.671,27.14,180,Rhyolite,"['Subduction zone', 'Continental crust']"
24,213000,Kula,['Turkey'],Pyroclastic cone,Evidence Credible,,Mediterranean and Western Asia,38.58,28.52,750,Trachybasalt / Tephrite Basanite,"['Intraplate', 'Continental crust']"
25,213001,Karapinar Field,['Turkey'],Pyroclastic cone,Evidence Credible,,Mediterranean and Western Asia,37.667,33.6,1302,Trachyandesite / Basaltic Trachyandesite,"['Intraplate', 'Continental crust']"
26,213002,Hasan Dagi,['Turkey'],Stratovolcano,Evidence Credible,,Mediterranean and Western Asia,38.13,34.17,3253,Dacite,"['Intraplate', 'Continental crust']"
27,213003,Gollu Dag,['Turkey'],Lava dome,Evidence Uncertain,,Mediterranean and Western Asia,38.25,34.57,2143,Rhyolite,"['Intraplate', 'Continental crust']"
30,213011,Karaca Dag,['Turkey'],Shield,Evidence Credible,,Mediterranean and Western Asia,37.67,39.83,1957,Basalt / Picro-Basalt,"['Intraplate', 'Continental crust']"
36,214050,Samsari Volcanic Center,['Georgia'],Lava cone,Evidence Uncertain,,Mediterranean and Western Asia,41.542,43.7,3290,Andesite / Basaltic Andesite,"['Intraplate', 'Continental crust']"
37,214060,Aragats,['Armenia'],Stratovolcano,Evidence Credible,,Mediterranean and Western Asia,40.53,44.2,4095,Andesite / Basaltic Andesite,"['Intraplate', 'Continental crust']"
44,221021,Zukur,['Yemen'],Shield,Evidence Credible,,Africa and Red Sea,14.02,42.75,624,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
45,221022,Hanish,['Yemen'],Shield,Evidence Credible,,Africa and Red Sea,13.72,42.73,422,Basalt / Picro-Basalt,"['Rift zone', 'Oceanic crust']"
46,221030,Jalua,['Eritrea'],Stratovolcano,Evidence Credible,,Africa and Red Sea,15.042,39.82,713,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
47,221040,Alid,['Eritrea'],Stratovolcano,Evidence Credible,,Africa and Red Sea,14.88,39.92,904,Rhyolite,"['Rift zone', 'Intermediate crust']"
49,221050,Gada Ale,['Ethiopia'],Stratovolcano,Evidence Credible,,Africa and Red Sea,13.975,40.408,287,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
51,221071,Bora Ale,['Ethiopia'],Stratovolcano,Evidence Credible,,Africa and Red Sea,13.725,40.6,668,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
53,221090,Ale Bagu,['Ethiopia'],Stratovolcano,Evidence Credible,,Africa and Red Sea,13.512,40.631,988,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
54,221091,Hayli Gubbi,['Ethiopia'],Shield,Evidence Credible,,Africa and Red Sea,13.51,40.722,493,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
57,221102,Mallahle,"['Ethiopia', 'Eritrea']",Stratovolcano,Evidence Uncertain,,Africa and Red Sea,13.27,41.65,1875,Trachyte / Trachydacite,"['Rift zone', 'Intermediate crust']"
58,221103,Sork Ale,"['Ethiopia', 'Eritrea']",Stratovolcano,Evidence Uncertain,,Africa and Red Sea,13.18,41.725,1611,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
59,221104,Asavyo,['Ethiopia'],Shield,Evidence Credible,,Africa and Red Sea,13.098,41.599,1338,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
60,221105,Mat Ala,['Ethiopia'],Shield,Evidence Credible,,Africa and Red Sea,13.106,41.161,493,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
61,221106,Tat Ali,['Ethiopia'],Shield,Evidence Credible,,Africa and Red Sea,13.284,41.063,655,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
62,221107,Borawli,['Ethiopia'],Stratovolcano,Evidence Credible,,Africa and Red Sea,13.304,40.987,784,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
63,221110,Afdera,['Ethiopia'],Stratovolcano,Evidence Uncertain,,Africa and Red Sea,13.088,40.853,1250,Rhyolite,"['Rift zone', 'Intermediate crust']"
64,221111,Ma Alalta,['Ethiopia'],Stratovolcano,Evidence Credible,,Africa and Red Sea,13.013,40.185,1745,Rhyolite,"['Rift zone', 'Intermediate crust']"
67,221114,Dabbayra,['Ethiopia'],Shield,Evidence Credible,,Africa and Red Sea,12.38,40.07,1302,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
69,221116,Groppo,['Ethiopia'],Stratovolcano,Evidence Credible,,Africa and Red Sea,11.816,40.242,852,Rhyolite,"['Rift zone', 'Intermediate crust']"
70,221120,Kurub,['Ethiopia'],Shield,Evidence Credible,,Africa and Red Sea,11.88,41.208,625,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
72,221123,Mousa Alli,"['Ethiopia', 'Eritrea', 'Djibouti']",Stratovolcano,Evidence Credible,,Africa and Red Sea,12.469,42.404,1993,Rhyolite,"['Rift zone', 'Intermediate crust']"
73,221124,Gufa,"['Eritrea', 'Djibouti']",Volcanic field,Evidence Credible,,Africa and Red Sea,12.55,42.53,600,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
74,221125,Assab Volcanic Field,['Eritrea'],Volcanic field,Evidence Credible,,Africa and Red Sea,12.95,42.43,987,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
76,221127,Manda Gargori,['Ethiopia'],Fissure vent,Evidence Credible,,Africa and Red Sea,11.75,41.48,700,Basalt / Picro-Basalt,"['Rift zone', 'Intermediate crust']"
